text,sentiment
Ya ek card par card ke shape ka punch karna. Aur phir logo se poochhna yeh kya hai. Free cards ke liye.,neutral
"Uthi aur pata chala aaj bank holiday Monday hai, toh college nahi. Aaj subah Tom ka text aaya Jason ke mobile se, toh ummeed hai wo log aa gaye honge.",positive
...aur phir yeh waste ho jata hai. Kisi ko bhi stale sweets pasand nahi. Yeh mujhe ek cute song yaad dilata hai jise Stale Cupcakes kehte hain lol.,neutral
_Mcfly kitna cool hoga. Wo bahut achhi hai!! Bless her =] tum kya kar rahe ho? Love you (L) XoxoX.,positive
Suggestions dete raho... mujhe classics pasand hain!,positive
Phir se neend nahi aa rahi! Kal raat bhi nahi soyi thi! Wabble Wabble.,negative
Aaj raat mera bed Enterprise ban gaya tha aur main Mrs. Kirk thi.,neutral
Apna last final dene ja rahi hoon... wish me luck.,positive
Abhi realize kiya ki main 2 hafte baad ghar ja rahi hoon.,neutral
"Meri girlfriend ko ab bhi sesame street pasand hai, aur mujhe bhi.",positive
"Wade ke saath hoon to time hamesha udta hua lagta hai, yeh ajeeb hai; lekin mujhe pasand hai... bahut zyada!",neutral
School garden mein apne 3 saal ke bacche ke saath flowers lagaye... bahut messy tha lekin mazedaar.,positive
aww. kya tum use follow karne ke liye keh sakte ho?,neutral
Creepy Lollipop guy head esploder 5 bajata hai kya??,neutral
Kaash main choose kar sakti ki June 20th ko kaunse bands kachra bajayenge... hmmm!!!,positive
Sunaayi deta hai. Main uska intezaar kar rahi hoon.,positive
"Mujhe lagta hai wo boat nikal gaya mere dost... Jo kuch CCOs ke paas the, wo months pehle the.... Tumhe good luck ka wish karti hoon.",positive
awww bless her. Usse ek aur chance milna chahiye.,positive
Kya yeh milk deffo hai!,neutral
"Hum Cheese ke State mein hain - YUM! Green, moo-cow pastures har jagah, aur super friendly Lutheran bhi.",positive
Bye bye for now tum lovely tweeters aur especially mere followers.,positive
Sacramento se ghar ja rahi hoon. Weekend par Windows Server 2008 R2 Unleashed book likhna continue karungi. Sigh #windows.,neutral
Main jeet gayi kyunki main awesome hoon.,positive
Class ja rahi hoon. 2 ghante mein wapas aaungi!,neutral
Yucky! Vaccuum nikaalne ka waqt hai aur jang chhedne ka. Hamara ghar hamesha ek spider haven hota hai kisi wajah se. Not cool.,negative
Problems ab fixed lag rahe hain! Shukriya!,positive
Hmm... naya sports catalog aur card jitsu updates mujhe nahi dikh rahe.,neutral
Apne posts ko topics par post nahi kar paa rahi.,neutral
"Aur un sabka shukriya jo mujhe Follow Friday mein daala!! Mere sab nayi followers ko main usually yeh karti hoon, lekin aaj... Main bahut tired hoon!",negative
Apne brother ke show par jaane waali thi lekin abhi bhi poo ki tarah feel kar rahi hoon :(**,negative
Meri nayi myspace pictures comment karo plz?,neutral
Main aaj inspire nahi feel kar rahi... Mujhe B'ham concert mein aaj raat hona tha!,negative
"Hey, main us waqt SA mein hoongi. Shayad agar hum highways cross karte hain toh lunch grab kar lein?",neutral
Battery khatam hone waali hai!,neutral
Happy Mothers Day to all the mommy's out there!,positive
"Apne 42nd written **** par hoon.. har din kam ideas milte hain, aur har din.",negative
Ghar aayi aur apni grandma ko phone kiya... main unhe pyaar karti hoon aur miss karti hoon.,neutral
Haha mujhe dono bhi pasand hain.. hmm.. lol mujhe bhi kuch ache bands ki zaroorat hai.,positive
Costume making ke liye ready hoon! Lekin... yahaan koi nahi hai!,neutral
Happy Birthday Mommy.,positive
Tum bahut kind ho! Kasam se main hamesha kisi ko khila rahi hoon!,positive
Good tip..... lekin phir mere boss ko padhne ko milta... exactly kya karna hai aur project ke saath main kahan hoon pata chal jata.,positive
Star Trek bahut accha hai. Mujhe bhi pasand aaya.,positive
Kaam par ja rahi hoon! Kaam karna bahut bekaar lagta hai.,negative
Finally thoda sona milega wo concert crazy tha!!! Bhagwan un ministers ko bless kare!!!,positive
IN $RF .94 - target $5.30. OUT $DNDN @$21.85 near day's low.,neutral
SF aaj raat bahut intense lag raha tha. Ummeed hai yeh continue nahi karega. Apne aap se naraz hoon kyunki hang nahi kiya aur pearl ke saath nahi gayi.,negative
Oh! Toh yeh tumhara aakhri post ho sakta hai!,neutral
Hum bahut fly hain boo.,neutral
Zyada tar waqt.,neutral
School.. kaash yeh jaldi khatam ho jaye!,positive
"http://twitpic.com/67xv3 - Former Pawnshop jahan Jimi Hendrix ne apna pehla guitar liya tha, Seattle. Ab yeh ek check cashing joint hai.",neutral
Yeh sad hai. Tum is weekend kis tarah ka mess mein ja rahe ho?,negative
Dil ke mamle itne complicated kyun hote hain?,negative
Haha main bore ho rahi hoon! Soch rahi hoon koi movie dekh loon. BBL.,negative
Mujhe bahut bura lagta hai ki babydoll ya spaghetti-strap tank Three Wolf Moon t-shirts nahi hain. Meme pasand hai; lekin kapde ka box pehna pasand nahi.,neutral
"Oh! Haan, tumhari mom ne mujhe bataya tha. Main samjha tum uska twitter ID bol rahe ho aur main bahut confused ho gaya tha. Yeh bura hai. Sick.",negative
"Aur main happy go lucky nahi hoon, sirf aaj... Duniya ugly nahi lagti.",neutral
"Editors yeh padhenge aur sir hilaayenge, writers yeh padhenge aur notes lenge. http://tinyurl.com/crm4c2.",neutral
Shift time bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo.,neutral
Happy Mothers Day. Ab tak mom ko present nahi diya? Amazon Gift Card print karo unke liye! http://snipurl.com/hq0n1.,positive
Thanks for your follow just apna kaam karo aur jo tumhe interest karta hai usmein join karo.,positive
_Jen LOL - main jaanti hoon... aisa lagta hai jaise hamare earth ka pura fabric ab unravel ho jayega - lol - lagta hai logon ne kabhi bambi nahi dekha.,neutral
Main kaam par ja rahi hoon.,neutral
Humne decide kiya main shayad bhool jaungi ki yeh mere pocket mein hai aur accidently uspar baith jaungi.,neutral
Main ab street ki member hoon!!,neutral
"lol hum frosties naam ki jagah ja rahe hain jo ek soft play centre hai yeh unhe thakaa deta hai lol, phir mujhe gym ke liye peace milti hai lol.",neutral
Harvard square mein sidewalk par gir gayi. Stupid cobblestones! Ab mera haath dukh raha hai.,negative
Aw honey... tum sirf relax kar rahe ho? Shayad yeh sabse best hoga.,positive
"Cooooooool, haan, CIWWAF awesome hain.",positive
Ya toh mera internet **** hai ya mera dimaag lekin mujhe lagta hai ki yeh internet hai.,negative
"Mera dog sick hai. Mujhe wo chhota doggie bahut pasand hai. Wo usually itna keen aur happy hota hai, lekin aaj wo forest mein run par bhi nahi jana chahta.",neutral
_Mitchell main kabhi opera nahi gayi... mujhe nahi lagta wo main thi.,neutral
Main aane wali thi... zindagi beech mein aa gayi lol mere dosto ko wild time dena!!!,neutral
Weekend ke liye ready hoon aur sad hoon ki mujhe kal subah phir office jana hai.,negative
Main kaam par hoon aur kal sab kuch miss kar diya lekin pata nahi kya? Koi.,negative
Sad hoon ki Greg Pritchard Britain's Got Talent ke final tak nahi pahunch paya kyunki usne deserve kiya tha.,negative
Let's chat.,neutral
"Control karo kaunse tweets tum Facebook par post karte ho hashtag use karke, yeh awesome easy app check karo! http://apps.facebook.com/selectivetwitter/.",positive
Baby apne vaccines lene ke baad apne aap mein nahi thi.,neutral
"Ghar ja rahi hoon. Bus mein chadne ke waqt apna sir thok diya, iske bina bhi chal sakti thi.",negative
_distel Shayad tumhare paas natural ability for languages hai. Main tumhe envy karti hoon!!,negative
Cats chale gaye. Sab 3.,negative
Tum itni achi dost ho <3 main tumhe bahut miss karti hoon.,neutral
"Mera boy Summer ke liye ja raha hai, Grandparents ke saath rehne... main usse miss karungi!!",negative
Lagta hai main sick hoon chhote dosto.,negative
Bore.,neutral
Abhi 8am bhi nahi huye aur already rotton spoiled ho gayi.,negative
#wheniwerealad kya tum explain kar sakte ho yeh kaise kaam karta tha? lol aur koi rude explanations nahi pleeezzze.,neutral
"Insomnia apne finest par. 11:30 baje bed par gayi, 2 baje fully awake. Grrr. Koi mujhe call karna chahta hai?",negative
Main 'The Picture of Dorian Gray' by Oscar Wilde (English mein) padhi. Yeh mere liye easy nahi lekin main samajhne ki koshish kar rahi hoon.,neutral
Maine sabse bura sapna dekha: Lakers 11: ZIP se haar rahe the aur Courney Cox ka mohawk tha wtf.,negative
"Oooh battlestar galactica dusre channel par hai. Yeh rebellion episode hai! Man, mujhe bahut bura lagta hai jo Gaeta ke saath hua. Mujhe wo pasand tha.",neutral
Sorry - mera yeh matlab nahi tha hope tum 80 pe socho aur 30 par wapas dekho positivly!,negative
Main chillin hoon apne homies ke saath.,positive
"Dude tum hamesha midnight screenings par jaate ho! xD. Kaash main bhi ek city mein rehta. Well, main rehta hoon (kal tak!) lekin yeh rubbish hai.",neutral
"Nahi lagta yeh accha gaya, sirf 15 mins ke liye andar thi.",negative
"Mujhe blackberry bahut chahiye, mera sidekick hella wack hai. Night.",negative
Main khush hoon tumhe yeh pasand aaya. Aur chahiye?,positive
Sorry main Hal ka naam fit nahi kar sakti.,negative
Naya T-mobile ad dekha Youtube par.. mujhe yeh pasand hai 'hey jude!!!!!!'.,positive
Tumhe yeh gaana seekhne mein kitna time laga?,neutral
Man yeh bura hai.,negative
Morning world. Hello Bank Holiday! Yahan thand hai aur grey aur rainy. Coloring feel kar rahi hoon isliye shayad aaj subah woh karu.,positive
"Abhi pool se wapas aayi hoon, knee ko ice lagana padega.",neutral
Mel? Tum kahan ho? Tumhe mere ghar hona chahiye.,neutral
"Lol ik wo hain, lekin mujhe lagta hai maine ise ek saal+ rakha hai bina virus software ya ise fix karwaye sigh.",neutral
Main bahut happy hoon! Thank you baby mere zindagi ke best 1095 din ke liye.,positive
LOL. About to leave.,neutral
"Aww, it's ok, hum expected se late wapas aaye aur nahi gaye... agar hum able hote toh tumhe call karte,... C U N Austin.",neutral
Well yeh mujhe better feel karata hai ke aur late tak daily show dekhne ke liye jaag raha tha. Lay on the guilt again.,neutral
Not a problem at all sis - respect due.,positive
"Sure! Mera entire blogroll terribly updated hai, lekin yeh mujhe update aur redo karne ke liye motivate kar sakta hai!",positive
_anstee I hope! yeh expo mein hai! woh amazing hoga. main perfection banane ki bahut koshish kar raha hoon taaki yeh ho sake.,positive
Main kal ek shaadi mein speech dene ko lekar bahut nervous hoon.,negative
"nm. dang, tum abhi ON ho lekin mujhe 4 minutes mein bounce karna hai main sirf chilling hoon. usual.",positive
Ooopps over slept. Kya yeh sach mein 10am hai? Best get up then and get my shizzle in gear.,neutral
_Reviews THANKS!,positive
"Baitha hoon, soch raha hoon, aur kuch aise cheezon ki wishing kar raha hoon jo kabhi nahi hongi.",neutral
Shower ka time.,neutral
"Lousy **** landlord. Mujhe kid’s packing pe focus karna hai lekin nahi kar sakta. Koi baat nahi, sleeping bag sil lo.",negative
Itni jaldi ja rahe ho? Main tumse late nite humor sunne ki ummeed kar raha tha....,positive
Main bahut full hoon. Aaj raat ko aur khana nahi... Mujhe is party mein cake aur ice cream nahi chahiye.,neutral
Yeh bura hai mama.,negative
Kaash tum Vancouver mein 19+ venue pe nahi ja rahe hote.,neutral
Yeh bilkul incredible hai. Yeh official hai: Mera FAVORITE JONAS hai FRANKIE. Wo man hai.,positive
Happy Birthday to my ****.,positive
"Mujhe khud movie acchi lagi, shayad kyunki main itni badi fangirl nahi hoon.",neutral
"Main nahi jaa rahi, sadly. Shaayad agle saal, eh?",negative
Surgery bohot dard deti hai.,negative
"Kya tum please yeh kar sakte ho? Mujhe kuch egg + bacon + ranch + bed chahiye, 3 saal mein 4 baar bachon ko janam dene ke baad!",positive
Bahut bore hoon... rsmv ke liye aur log chahiye!! Jagex tumhe RSMV bolne nahi deta agar yeh sentence ka pehla shabd nahi hai.. sad.,negative
"****, humare ghar mein kuch bugs hain. Aur humein nahi pata kyun ya kya hai.",negative
Apna phone almost kho diya.,neutral
...Shukriya Mr. President!...,positive
"Ooo tum apne French skills dikhate ho!! lol Sab theek hai yahan. Mausam bahut accha hai, isliye bahar hona chahiye. Tum kaise ho?",positive
Star Trek movie amazing thi! omg sabko jaake dekhni chahiye.,positive
Happy birthday.,positive
"Ek aur din ka kaam, not looking forward, mujhe closing Friday bilkul pasand nahi.",negative
Main do mahine ke study/exam period mein jaa raha hoon. Jo awesome hai. Flip side pe milte hain.,positive
"Best hoga agar main ise tab check karoon jab yeh up hai. Jab down hota hai, main kuch dekh nahi sakta.",positive
Aaj ghar se kaam kar raha hoon aur sab kuch catch up kar raha hoon except twitter.,neutral
"Lil cuz aaj aa rahi hai, woh 5 saal ki hai, aww haha.",positive
"Mera pet bahut dard kar raha hai. Sadly, aaj shaam ko koi gym class nahi.",negative
"Ab jaana padega.. main circus jaa raha hoon.. real circus, Britney ka tour nahi, sadly..",negative
"Agla single ""Hey Lady"" hai. Ok, mera million dollars kahan hai??",neutral
Good morning twitter bugs.. happy monday to you all! Aaj mera pehla official din hai meri pehli fulltime job pe.. time to get ready!,positive
Meri 8:30 class hai **** school! Tum Wednesday ko kab kaam karte ho? Agar Jade aati hai toh mujhe use Antioch amtrak pe leke jaana padega.,negative
"Main wapas aa gaya hoon... pura hafte se bimar aur busy tha. Happy Mother’s Day, sab mama's ko!",neutral
old me’s dead and gone,negative
"Yeh tum aur main hamesha ke liye hain?, Yeh tum aur main abhi hai, flywithmeobsessive. Main ro raha hoon.",negative
Aisa lagta hai muffler bearings kharab ho rahe hain.,negative
"Mere mobile pe credit nahi bacha, sorry Brit! pounces back Shukriya Tania for the EPIC photoshoot.",neutral
"Aaj ke din pe main shorts aur t-shirt pehenta, lekin ab main DHQ pe hoon, office wear...",neutral
Kya main so sakta hoon aur December mein uth sakta hoon jab mera ghar pura organized ho aur baby aa jaye?.. aaj bahut bekar lag raha hai.,negative
Main sochta hoon ki tumhe phone off karne ke liye kehte hain. Main dekhunga kya kar sakta hoon!,neutral
Kaash mere paas company hoti.,negative
Aaaawww kya tumhe koi alcoholic beverage chahiye?,neutral
"Mera power cut off ho gaya tha, wahi gaya tha main.",negative
Lagta hai bahar phir se cloudy ho gaya hai! Aur aaj raat ko kuch nahi karne ko! Boo Friday.,negative
"Jaldi ghar aa gaya, yeh! Weekend pe kaam karna hai, $%$#@!!!! khush nahi hoon!!! Bada plan gaya.",negative
Ek din yeh hona tha lekin main ladki aur uski maa ke liye bahut bura feel kar raha hoon.,negative
Stupid idiot jisne stop sign ko ignore kiya aur meri car aur mujhe almost maar diya!,negative
"Mera camera mere saath nahi tha, total regretting ab.",negative
Awww kaash main wahan hota. Main yahan atka hoon aur ab apni aankhon ko knitting needles se chubha raha hoon.,neutral
The View pe standby line mein bright & early khada hoon!! Umeed hai tumhari book ke baare mein sununga aur umeed hai andar aa jaaunga! Third time’s the charm.,positive
Good Luck.,positive
Bored hoon.. RC maintenance pe ja raha hai.,negative
Kya tum mujhe follow kar sakte ho please?,neutral
YouTube kaam nahi kar raha.,neutral
Howdyyy.,neutral
"Apple expect kar raha hai ki naya iPhone iss summer launch karega. Hi, mera naam Judy hai aur main Apple products ki addict hoon.",positive
"Main definitely padhoonga, lekin saath mein yeh kehna padhega ki main normally non-fiction padhta hoon.. lekin recent years mein novels bhi padhe hain.",neutral
"Security check kar raha hoon, already miss my baby.",negative
Main October tak ship nahi kar raha.,neutral
Crashed cars mein chadna. Hilarious fun.,positive
Yep! Jimmy Buffett FTW!!! Jimmy ko apni wisdom ki baatein har subah tweet karni chahiye.,neutral
"Maaate, grooovin bahut achha tha. YouTube pe videos upload kar raha hoon. www.youtube.com/sluzzaa jaake dekho!",neutral
http://tr.im/kXCL ‘Immigrant ne apna passport apni pant mein chhupa liya’ Kya genius hai.,positive
"LOL accha hai LA ka time jaanne ke liye, 9h ka time difference hai... good morning tumhe.",positive
Apne scratches aur bumps ko nurse kar raha hoon Festivus mud wrestling se. Mujhe lagta hai mere baalon mein ab bhi mitti hai lekin accha time guzra.,negative
Lol awww lol main karunga lekin abhi nahi kar sakta lol kyunki mujhe kaam karna hai lekin main ek banaunga aur tumhe bataunga love you too oxoxoteambreezy.,positive
Usne kaha nahi.,neutral
Yakeen nahi hota kitna jaldi yeh week nikal gaya.,neutral
Bahut khush hoon ke tum wapas aa gaye ho!,positive
Ek kaan se Obama ko sun raha hoon aur doosre kaan se music.,neutral
"Finally, koi Hayley Love ko Twitter pe spread kar raha hai. Welcome to the club, Taylor.",neutral
"Man, 4 mahine tak hum dekh sakte hain kya woh drunk tweets the.",neutral
Tumhe yaad hai woh chhoti si problem jo tumhare twitter ke saath hui thi @ woh purana restaurant! Shaayad yeh tumhe theek karne mein madad karega.,positive
Loverboy ko bahut miss kar raha hoon.,negative
"Kyunki pop culture beautiful hai. Also, tum weeds galat nahi nikaal sakte. Promise karta hoon. Tum mere yard pe practice kar sakte ho agar nervous ho.",positive
Sab MOMs ko Happy Mother’s Day!!,positive
